score,label
37,0
25,0
49,0
50,0
10,0
11,0
0,0
75,1
3,0
52,0
25,0
46,0
31,0
58,1
32,0
27,0
60,0
43,0
23,0
30,0
80,1
32,0
48,0
40,0
81,0
11,0
28,0
55,0
36,0
48,0
2,0
24,0
15,0
25,0
43,0
10,0
45,0
26,0
51,0
41,0
37,0
9,0
22,0
43,0
3,0
39,0
9,0
23,0
44,0
53,0
57,0
22,0
17,0
31,0
30,0
24,0
86,1
23,0
33,0
32,0
36,0
32,0
48,0
40,0
50,0
47,0
34,0
34,0
41,0
41,0
38,0
0,0
32,0
72,1
56,0
28,0
49,0
22,0
67,0
33,0
27,0
45,0
50,0
42,0
45,0
42,0
52,0
19,0
41,0
23,0
58,0
14,0
54,0
31,0
100,1
51,0
52,0
32,0
25,0
22,0
25,0
26,0
15,0
55,0
40,0
82,0
31,0
10,0
30,0
45,0
34,0
33,0
48,0
38,0
57,0
60,0
59,0
34,0
7,0
4,0
49,0
26,0
67,1
32,0
29,0
62,0
43,0
26,0
32,0
34,0
28,0
20,0
34,0
22,0
33,0
88,0
54,1
23,0
16,0
25,0
44,0
65,0
42,0
49,0
63,0
0,0
31,0
26,0
26,0
19,0
8,0
13,0
46,0
40,0
45,0
29,0
6,0
8,0
31,0
46,0
20,0
60,0
35,0
18,0
47,0
41,0
43,0
22,0
28,0
53,0
28,0
50,0
16,0
35,0
0,0
49,0
66,0
28,0
23,0
49,0
66,0
56,0
40,0
56,0
29,0
36,0
57,0
47,0
66,1
49,0
56,0
19,0
30,0
60,0
4,0
29,0
19,0
23,0
27,0
12,0
39,0
40,0
35,0
42,0
81,0
41,0
39,0
22,0
53,0
31,0
41,0
43,0
33,0
40,0
0,0
56,0
26,0
48,0
72,1
40,0
41,0
39,0
59,0
7,0
43,0
16,0
43,0
35,0
52,0
62,0
21,0
22,0
30,0
27,0
24,0
56,0
62,0
40,0
65,0
68,0
43,0
37,0
50,1
21,0
57,0
0,0
31,0
3,0
40,0
37,0
48,0
26,0
33,0
50,0
53,0
59,0
1,0
46,0
52,0
10,0
25,0
27,0
45,0
11,0
15,0
36,0
33,0
52,0
90,1
28,0
3,0
19,0
0,0
10,0
48,0
25,0
92,1
38,0
0,0
41,0
43,0
63,0
24,0
45,0
86,1
27,0
33,0
39,0
41,0
34,0
63,0
49,0
36,0
48,0
43,0
17,0
32,0
29,0
21,0
40,0
17,0
44,0
29,0
5,0
74,0
36,0
79,1
32,0
48,0
52,0
24,0
45,0
43,0
48,0
27,0
50,0
20,0
4,0
17,0
17,0
55,0
45,0
37,0
44,0
40,0
28,0
43,0
21,0
17,0
42,0
28,0
31,0
46,0
61,0
43,0
72,1
27,0
19,0
31,0
36,0
40,0
20,0
35,0
28,0
33,0
25,0
36,0
21,0
36,0
36,0
27,0
10,0
25,0
65,0
10,0
24,0
61,0
9,0
39,0
8,0
31,0
54,0
42,0
31,0
28,0
19,0
43,0
22,0
26,0
61,0
80,1
14,0
13,0
48,0
12,0
29,0
16,0
15,0
23,0
24,0
45,0
9,0
12,0
56,0
35,0
7,0
32,0
20,0
0,0
41,0
38,0
39,0
29,0
79,1
18,0
33,0
44,0
39,0
35,0
14,0
33,0
51,0
63,0
32,0
54,0
32,0
41,0
24,0
39,0
47,0
0,0
41,0
7,0
34,0
36,0
38,0
28,0
23,0
16,0
28,0
32,0
51,0
27,0
31,0
39,0
36,0
14,0
36,0
26,0
29,0
5,0
30,0
57,0
48,0
28,0
42,0
60,0
38,0
38,0
37,0
64,0
34,0
64,0
50,0
48,0
24,0
14,0
27,0
36,0
2,0
32,0
7,0
40,0
67,0
20,0
40,0
84,1
41,0
30,0
43,0
12,0
22,0
47,0
15,0
12,0
49,0
28,0
30,0
9,0
60,0
48,0
38,0
21,0
32,0
53,0
26,0
14,0
29,0
19,0
28,0
27,0
27,0
31,0
12,0
37,0
29,0
27,0
43,0
45,0
26,0
29,0
27,0
30,0
36,0
30,0
66,0
41,0
36,0
16,0
44,0
40,0
74,0
55,0
49,0
32,0
28,0
48,0
27,0
26,0
33,0
74,0
31,0
31,0
37,0
67,0
33,0
25,0
33,0
48,0
64,1
16,0
36,0
84,1
44,0
7,0
36,0
53,0
59,0
40,0
28,0
57,0
5,0
32,0
42,0
29,0
28,0
5,0
36,0
20,0
30,0
92,1
41,0
22,0
27,0
6,0
39,0
36,0
19,0
36,0
21,0
37,0
10,0
44,0
42,0
37,0
11,0
21,0
25,0
12,0
15,0
22,0
34,0
3,0
18,0
29,0
9,0
2,0
36,0
26,0
51,0
26,0
22,0
0,0
72,0
11,0
51,0
38,0
59,0
49,0
44,0
59,0
64,0
42,0
34,0
43,0
90,1
64,0
80,0
25,0
41,0
23,0
38,0
36,0
13,0
20,0
43,0
17,0
28,0
79,1
54,0
70,0
66,0
78,1
61,0
23,0
43,0
31,0
12,0
37,0
30,0
61,1
51,0
54,0
25,0
48,0
14,0
70,0
44,0
75,1
26,0
37,0
26,0
21,0
41,0
29,0
16,0
36,0
19,0
71,0
51,1
60,1
25,0
36,0
44,0
29,0
48,0
46,0
51,0
22,0
36,0
51,0
5,0
22,0
15,0
11,0
72,0
23,0
12,0
38,0
74,0
23,0
18,0
8,0
33,0
20,0
0,0
31,0
22,0
27,0
53,0
44,0
28,0
44,0
57,0
23,0
35,0
23,0
51,0
28,0
17,0
41,0
12,0
47,0
33,0
50,0
68,0
34,0
20,0
31,0
29,0
34,0
61,0
30,0
18,0
43,0
43,0
28,0
31,0
25,0
62,0
12,0
17,0
37,0
30,0
14,0
69,0
39,0
10,0
23,0
43,0
20,0
27,0
58,0
42,0
4,0
21,0
38,0
19,0
41,0
42,0
3,0
50,0
25,0
40,0
13,0
14,0
29,0
23,0
36,0
41,0
53,0
20,0
39,0
21,0
23,0
37,0
59,0
45,0
25,0
100,1
36,0
19,0
58,0
37,0
51,1
73,1
39,0
29,0
40,0
29,0
14,0
43,0
21,0
26,0
40,0
50,0
54,0
26,0
69,1
22,0
68,0
58,0
16,0
59,0
35,0
59,0
60,0
58,0
51,0
24,0
30,0
43,0
28,0
12,0
43,0
2,0
60,0
36,0
58,0
45,0
25,0
64,0
59,0
5,0
54,0
44,0
34,0
9,0
19,0
5,0
32,0
33,0
58,0
24,0
37,0
43,0
27,0
27,0
25,0
22,0
52,0
52,0
48,0
45,0
14,0
7,0
31,0
34,0
46,0
49,0
26,0
36,0
34,0
41,0
29,0
97,1
30,0
52,0
26,0
27,0
36,0
31,0
35,0
37,0
55,0
34,0
72,0
28,0
45,0
34,0
33,0
49,0
38,0
45,0
38,0
65,0
72,1
23,0
20,0
40,0
38,0
16,0
17,0
32,0
28,0
22,0
43,0
27,0
36,0
41,0
46,0
54,0
45,0
58,0
76,1
28,0
40,0
63,1
54,0
25,0
74,1
14,0
22,0
55,0
34,0
45,0
24,0
52,0
28,0
3,0
67,0
41,0
70,0
35,0
52,0
38,0
53,0
20,0
51,0
51,0
37,0
41,0
34,0
78,1
0,0
37,0
22,0
36,0
33,0
72,1
21,0
16,0
17,0
42,0
24,0
28,0
35,0
16,0
76,1
52,0
7,0
13,0
42,0
39,0
24,0
34,0
53,0
100,1
33,0
28,0
35,0
31,0
22,0
20,0
0,0
8,0
32,0
21,0
64,0
19,0
34,0
47,0
5,0
43,0
37,0
47,0
33,0
50,0
39,0
45,0
37,0
48,0
54,0
61,0
42,0
22,0
45,0
29,0
44,0
31,0
26,0
46,0
53,0
28,0
30,0
22,0
41,0
33,0
12,0
22,0
35,0
46,0
40,0
13,0
37,0
40,0
63,1
7,0
42,0
14,0
13,0
41,0
29,0
29,0
35,0
44,0
12,0
26,0
41,0
36,0
56,0
22,0
8,0
66,0
14,0
49,0
35,0
24,0
9,0
36,0
22,0
38,0
11,0
54,0
28,0
74,1
30,0
35,0
19,0
31,0
76,1
71,1
100,1
39,0
83,1
45,0
42,0
25,0
40,0
17,0
45,0
25,0
42,0
37,0
52,0
10,0
42,0
23,0
60,0
35,0
15,0
48,0
13,0
23,0
32,0
45,0
28,0
60,0
27,0
35,0
25,0
2,0
42,0
61,1
47,0
51,0
5,0
0,0
30,0
52,0
68,0
41,0
37,0
37,0
52,0
37,0
7,0
56,0
36,0
38,0
34,0
23,0
44,0
34,0
23,0
47,0
42,0
47,0
42,0
38,0
48,0
51,0
60,0
3,0
42,0
66,0
16,0
34,0
34,0
12,0
29,0
25,0
70,1
28,0
44,0
32,0
14,0
29,0
40,0
37,0
27,0
28,0
48,0
14,0
22,0
18,0
75,0
22,0
14,0
65,0
45,0
27,0
35,0
0,0
49,0
35,0
36,0
35,0
56,0
13,0
21,0
21,0
60,0
29,0
80,0
19,0
27,0
56,0
36,0
18,0
20,0
45,0
30,0
19,0
40,0
49,0
43,0
42,0
19,0
34,0
57,0
39,0
76,0
53,0
52,0
50,0
21,0
26,0
26,0
26,0
38,0
15,0
55,0
34,0
20,0
24,0
29,0
47,0
15,0
0,0
44,0
23,0
53,0
25,0
83,1
5,0
28,0
54,0
17,0
27,0
18,0
52,0
61,0
24,0
30,0
11,0
19,0
26,0
37,0
25,0
59,0
18,0
14,0
24,0
18,0
36,0
33,0
34,0
49,0
32,0
41,0
40,0
47,0
36,0
87,1
23,0
43,0
17,0
50,0
13,0
31,0
25,0
46,0
46,0
18,0
58,0
39,0
62,1
38,0
12,0
55,0
38,0
49,0
67,0
48,0
57,0
76,0
56,0
55,0
28,0
45,0
41,0
61,0
48,0
36,0
32,0
53,0
60,1
30,0
30,0
21,0
0,0
36,0
34,0
26,0
37,0
35,0
37,0
16,0
38,0
90,1
7,0
40,0
42,0
13,0
22,0
26,0
61,0
75,0
27,0
52,0
53,0
3,0
16,0
35,0
38,0
48,0
41,0
52,0
7,0
10,0
29,0
41,0
20,0
54,0
36,0
32,0
42,0
37,0
36,0
23,0
27,0
30,0
61,0
39,0
21,0
34,0
22,0
36,0
15,0
36,0
32,0
53,0
100,1
24,0
31,0
22,0
3,0
0,0
53,0
34,0
24,0
26,0
22,0
18,0
33,0
60,0
20,0
42,0
4,0
67,0
63,0
90,1
27,0
31,0
1,0
10,0
42,0
51,0
10,0
7,0
32,0
34,0
34,0
72,1
45,0
29,0
55,0
41,0
0,0
65,0
62,0
6,0
43,0
30,0
15,0
26,0
0,0
24,0
40,0
28,0
44,0
26,0
62,0
25,0
13,0
47,0
25,0
25,0
27,0
11,0
27,0
50,0
17,0
39,0
0,0
49,0
57,0
13,0
56,0
0,0
46,0
13,0
14,0
25,0
26,0
25,0
84,1
48,0
75,1
49,0
49,0
18,0
43,0
48,0
36,0
39,0
42,0
47,0
17,0
65,1
70,1
16,0
12,0
3,0
33,0
41,0
51,0
19,0
18,0
46,0
8,0
98,1
43,0
72,1
27,0
75,0
31,0
26,0
37,0
55,0
22,0
38,0
24,0
16,0
18,0
37,0
38,0
54,0
21,0
19,0
30,0
55,0
32,0
21,0
64,1
14,0
35,0
31,0
32,0
36,0
56,0
40,0
62,1
49,0
37,0
36,0
12,0
36,0
23,0
12,0
37,0
55,0
39,0
52,1
50,0
55,1
39,0
1,0
19,0
47,0
4,0
52,0
38,0
48,0
48,0
39,0
19,0
0,0
36,0
25,0
17,0
32,0
28,0
41,0
9,0
31,0
48,0
58,0
18,0
30,0
39,0
37,0
15,0
15,0
15,0
42,0
55,0
26,0
27,0
40,0
19,0
24,0
42,0
2,0
48,0
61,0
49,0
18,0
86,1
81,0
41,0
32,0
64,0
52,0
15,0
25,0
29,0
46,0
9,0
22,0
60,0
22,0
36,0
10,0
60,0
58,0
44,0
31,0
52,1
37,0
18,0
48,0
25,0
18,0
46,0
50,0
35,0
56,0
28,0
15,0
41,0
0,0
18,0
34,0
34,0
49,0
11,0
35,0
37,0
23,0
61,0
21,0
28,0
59,0
33,0
12,0
21,0
9,0
40,0
29,0
52,0
39,0
58,0
36,0
35,0
36,0
69,0
47,0
14,0
20,0
17,0
39,0
27,0
26,0
31,0
42,0
29,0
33,0
42,0
36,0
42,0
18,0
33,0
50,0
43,0
40,0
24,0
68,1
47,0
20,0
82,1
57,0
29,0
38,0
0,0
6,0
53,0
44,0
28,0
23,0
32,0
35,0
66,0
88,1
33,0
36,0
34,0
34,0
34,0
59,0
52,0
51,0
80,1
22,0
53,0
24,0
23,0
4,0
35,0
36,0
45,0
36,0
39,0
87,1
15,0
44,0
35,0
30,0
22,0
58,0
35,0
50,0
40,0
43,0
31,0
34,0
27,0
35,0
47,0
20,0
9,0
45,0
50,0
20,0
34,0
48,0
68,1
33,0
65,0
45,0
35,0
44,0
35,0
13,0
39,0
39,0
22,0
46,0
34,0
4,0
12,0
35,0
24,0
9,0
11,0
45,0
46,0
26,0
2,0
11,0
45,0
35,0
56,0
50,0
25,0
23,0
38,0
42,0
11,0
26,0
42,0
70,1
29,0
27,0
16,0
18,0
63,0
36,0
13,0
13,0
0,0
69,0
30,0
59,0
21,0
21,0
33,0
27,0
4,0
57,0
76,1
11,0
11,0
22,0
85,1
68,0
33,0
38,0
55,0
43,0
49,0
30,0
30,0
19,0
21,0
84,1
49,0
39,0
70,0
37,0
27,0
62,0
9,0
6,0
10,0
34,0
30,0
27,0
36,0
39,0
13,0
47,0
66,0
32,0
16,0
35,0
50,0
56,1
30,0
51,0
34,0
50,0
51,0
14,0
40,0
28,0
27,0
51,0
33,0
11,0
24,0
26,0
35,0
31,0
58,0
80,1
12,0
53,0
42,0
40,0
44,0
21,0
31,0
67,0
68,0
34,0
10,0
32,0
43,0
66,0
0,0
59,0
7,0
37,0
35,0
0,0
46,0
20,0
27,0
25,0
77,0
50,0
39,0
40,0
7,0
40,0
34,0
64,0
0,0
66,0
35,0
40,0
65,0
8,0
46,0
51,0
29,0
33,0
57,0
58,0
42,0
66,0
85,0
54,0
9,0
40,0
44,0
15,0
35,0
0,0
37,0
30,0
58,0
75,0
61,0
23,0
22,0
27,0
16,0
27,0
3,0
66,0
19,0
48,0
31,0
35,0
58,0
51,0
47,0
26,0
28,0
68,0
2,0
98,1
27,0
56,0
35,0
40,0
47,0
16,0
27,0
39,0
41,0
18,0
22,0
30,0
21,0
24,0
18,0
23,0
24,0
71,0
23,0
39,0
67,0
41,0
23,0
43,0
48,0
49,0
37,0
46,0
19,0
40,0
29,0
79,1
30,0
25,0
39,0
45,0
5,0
44,0
32,0
41,0
46,0
41,0
43,0
51,0
36,0
45,0
0,0
90,0
7,0
50,0
45,0
66,0
54,0
56,0
21,0
28,0
34,0
30,0
9,0
40,0
37,0
19,0
30,0
51,0
29,0
39,0
11,0
46,0
17,0
34,0
64,1
31,0
14,0
67,1
38,0
34,0
35,0
21,0
35,0
1,0
47,0
5,0
46,0
32,0
21,0
37,0
45,0
41,0
73,1
33,0
47,0
25,0
23,0
18,0
10,0
38,0
53,0
27,0
61,0
29,0
52,0
40,0
48,0
38,0
44,0
61,1
17,0
23,0
67,0
48,0
24,0
51,0
44,0
29,0
25,0
7,0
58,0
28,0
22,0
47,0
48,0
73,1
30,0
30,0
32,0
19,0
28,0
10,0
37,0
28,0
34,0
57,1
44,0
42,0
37,0
23,0
46,0
54,0
47,0
30,0
23,0
9,0
0,0
9,0
43,0
75,1
16,0
19,0
15,0
33,0
32,0
48,0
31,0
35,0
31,0
8,0
50,0
50,0
38,0
52,0
55,0
26,0
48,0
31,0
26,0
51,0
24,0
96,1
23,0
39,0
26,0
42,0
54,0
49,0
0,0
18,0
36,0
51,0
36,0
22,0
73,0
30,0
62,0
60,0
60,0
47,0
45,0
6,0
56,0
26,0
23,0
30,0
47,0
27,0
23,0
68,0
43,0
31,0
61,1
25,0
14,0
63,0
18,0
45,0
43,0
13,0
61,0
33,0
11,0
48,0
53,0
67,0
29,0
28,0
29,0
35,0
37,0
48,0
49,0
14,0
47,0
34,0
35,0
50,0
35,0
62,0
47,0
43,0
31,0
17,0
50,0
29,0
26,0
34,0
41,0
36,0
41,0
26,0
5,0
39,0
0,0
10,0
61,0
14,0
70,0
76,1
38,0
47,0
39,0
19,0
45,0
60,0
0,0
75,0
31,0
12,0
35,0
38,0
53,0
38,0
21,0
